Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Song Duration,Artist Genres,Artist Popularity,Artist uri,Song uri,Artist Image url
Wildflowers and Wild Horses (Single Version),Lainey Wilson,74,0.442,0.644,117.379,0.0378,216573,"['Contemporary Country', 'Modern Country Pop']",71,6tPHARSq45lQ8BSALCfkFC,6d3QUBsiAw3aZI6F2mMhzk,https://i.scdn.co/image/ab6761610000f1789ab86842924df2171e5c38cf
Dirty Looks,Lainey Wilson,71,0.562,0.64,139.931,0.0254,194666,"['Contemporary Country', 'Modern Country Pop']",71,6tPHARSq45lQ8BSALCfkFC,45EwtYrnqJH3AH2bFpEOC6,https://i.scdn.co/image/ab6761610000f1789ab86842924df2171e5c38cf
Things A Man Oughta Know,Lainey Wilson,74,0.659,0.683,139.931,0.0312,203373,"['Contemporary Country', 'Modern Country Pop']",71,6tPHARSq45lQ8BSALCfkFC,3S0sk6DSTgesXsUSAEHNr5,https://i.scdn.co/image/ab6761610000f1789ab86842924df2171e5c38cf
Country's Cool Again,Lainey Wilson,65,0.549,0.901,170.008,0.0705,218280,"['Contemporary Country', 'Modern Country Pop']",71,6tPHARSq45lQ8BSALCfkFC,6fL5O5y6pSeU5Hjx9SgKar,https://i.scdn.co/image/ab6761610000f1789ab86842924df2171e5c38cf
Watermelon Moonshine,Lainey Wilson,77,0.739,0.413,139.921,0.0282,208853,"['Contemporary Country', 'Modern Country Pop']",71,6tPHARSq45lQ8BSALCfkFC,3sYBFUXTv0STUoUINx9Qe8,https://i.scdn.co/image/ab6761610000f1789ab86842924df2171e5c38cf
Thicc As Thieves (feat. Lainey Wilson),Lauren Alaina,49,0.687,0.904,119.998,0.0357,179811,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,6suChqmibsjuyXK8NJIYVz,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Doin' Fine,Lauren Alaina,49,0.439,0.752,166.051,0.0375,199906,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,6nqvInlnaMzEzaw4s0zbee,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Getting Over Him,Lauren Alaina,49,0.564,0.848,154.053,0.0716,166693,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,3WqT52bSkjn8tG7N9rn3Ba,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Road Less Traveled,Lauren Alaina,60,0.611,0.886,112.988,0.0343,216266,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,4nxgA1nvXvTkmsBY0vJV57,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Dancin' In The Moonlight (feat. Lauren Alaina),Lauren Alaina,59,0.589,0.829,121.998,0.0332,199000,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,0pnKcAh5binHOP9HexWwnZ,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Ladies In The '90s,Lauren Alaina,51,0.644,0.882,99.861,0.0643,225040,"['Contemporary Country', 'Country', 'Country Dawn', 'Country Road']",63,1v3tdpIdBSW14rHUfiEVOv,4Whem9s6OoP7yFT60m2tU9,https://i.scdn.co/image/ab6761610000f17830be9c1d7921b1229c8b36ad
Watch Me,Lorrie Morgan,42,0.665,0.602,151.763,0.0328,215160,"['Country', 'Country Dawn', 'Country Road']",45,0khzcQ6PQU5a6dl1Qss3pt,1lb9mRgpIzwuwL5AY0Fi5H,https://i.scdn.co/image/26093f146be6ac078b9c0ecb1ef22289bec2772e
Except for Monday,Lorrie Morgan,53,0.658,0.6,170.114,0.0326,176040,"['Country', 'Country Dawn', 'Country Road']",45,0khzcQ6PQU5a6dl1Qss3pt,2iCJEYdoYbCxFoUg8759nm,https://i.scdn.co/image/26093f146be6ac078b9c0ecb1ef22289bec2772e
He Drinks Tequila,Lorrie Morgan,41,0.761,0.773,124.894,0.0368,189040,"['Country', 'Country Dawn', 'Country Road']",45,0khzcQ6PQU5a6dl1Qss3pt,1ugnkXXn4yQF0jKzBh8mFY,https://i.scdn.co/image/26093f146be6ac078b9c0ecb1ef22289bec2772e
Good as I Was to You,Lorrie Morgan,43,0.563,0.43,133.797,0.0267,205853,"['Country', 'Country Dawn', 'Country Road']",45,0khzcQ6PQU5a6dl1Qss3pt,0Xif5XP4V2xrQ5AoNTUJtx,https://i.scdn.co/image/26093f146be6ac078b9c0ecb1ef22289bec2772e
One Margarita,Luke Bryan,68,0.641,0.842,89.997,0.0464,193426,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,1Y3TlYJNhIa7k4YAvFkJAB,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
That's My Kind Of Night,Luke Bryan,75,0.661,0.751,109.995,0.0481,190186,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,5HGibWoxnkYSkl6mHmAlOE,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
I Don't Want This Night To End,Luke Bryan,73,0.616,0.728,111.934,0.0278,219973,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,7c1KTn1z8Gw8ouYdcF4qaG,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
Knockin' Boots,Luke Bryan,70,0.728,0.682,131.901,0.218,200066,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,2opQESZb7JsRKCvWMBPeuv,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
Kiss Tomorrow Goodbye,Luke Bryan,72,0.571,0.937,115.013,0.0365,203133,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,3loYYWdPlLiUCq1jiSPfT6,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
Country Girl (Shake It For Me),Luke Bryan,77,0.645,0.904,105.97,0.0462,225560,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",75,0BvkDsjIUla7X0k6CSWh1I,0JbSghVDghtFEurrSO8JrC,https://i.scdn.co/image/ab6761610000f1789754cf0a7b838caafa4b8b55
Gimme Three Steps,Lynyrd Skynyrd,70,0.554,0.74,133.363,0.0803,267173,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,0x2wtJbtJrox3SDmnMj97x,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
Gimme Back My Bullets,Lynyrd Skynyrd,62,0.428,0.682,168.58,0.0441,209800,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,02UFwtmJ0ogLQWMx43Okuh,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
Call Me The Breeze,Lynyrd Skynyrd,66,0.271,0.642,186.366,0.0384,309773,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,12WiGqEs3t5hrzBJTe1K0P,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
Tuesday's Gone,Lynyrd Skynyrd,65,0.232,0.615,146.488,0.0295,450226,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,64sn7wgJfeQKY3Jisnl59w,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
Simple Man,Lynyrd Skynyrd,76,0.422,0.752,120.471,0.0449,356626,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,1ju7EsSGvRybSNEsRvc7qY,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
Sweet Home Alabama,Lynyrd Skynyrd,83,0.596,0.605,97.798,0.0255,283800,"['Album Rock', 'Classic Rock', 'Hard Rock', 'Rock', 'Southern Rock']",72,4MVyzYMgTwdP7Z49wAZHx0,7e89621JPkKaeDSTQ3avtg,https://i.scdn.co/image/ab6761610000f178451eb07ddc6e68d3e474c2bf
No Caller ID,Megan Moroney,77,0.332,0.531,146.5,0.0396,208759,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,2uHgCkaiHwZKl7tDBTVsyW,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
Fix You Too (feat. Kameron Marlowe),Megan Moroney,67,0.322,0.422,140.804,0.0329,199383,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,4eIGig7wMD4iZfPKGinoGr,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
Tennessee Orange,Megan Moroney,77,0.38,0.488,156.031,0.029,223119,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,6DLbBlGIOjjEj0dNN25zhZ,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
Can't Break Up Now,Megan Moroney,58,0.46,0.571,138.629,0.0354,200133,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,4Na8o82wKItDTndJr2Iyu5,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
Girl in the Mirror,Megan Moroney,63,0.33,0.273,78.103,0.0293,165099,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,6t0PM7tXvdqEHKYHtEDl5H,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
Sleep on My Side,Megan Moroney,63,0.457,0.677,77.014,0.032,188931,"['Contemporary Country', 'Modern Country Pop']",68,5Ppie0uPnbnvGBYRwYmlt0,0qOdElKqdDKN58aKCo3yHS,https://i.scdn.co/image/ab6761610000f1785cbd8a328a3cefdb9b1ca6c1
I Still Pray,Mickey Guyton,44,0.525,0.594,161.507,0.0338,164040,"['Black Americana', 'Contemporary Country', 'Country Pop']",49,6nfN5B7Jmi853SHa9106Hz,3uJjybFZWmfaYQG4PEiiCR,https://i.scdn.co/image/ab6761610000f1789cbbdb28756f032da6e78a22
Somethin' Bout You,Mickey Guyton,49,0.667,0.826,112.041,0.0266,156906,"['Black Americana', 'Contemporary Country', 'Country Pop']",49,6nfN5B7Jmi853SHa9106Hz,2hsarLx1u2OgOmkcJ8ejBm,https://i.scdn.co/image/ab6761610000f1789cbbdb28756f032da6e78a22
Lay It On Me,Mickey Guyton,46,0.404,0.692,68.794,0.0299,189720,"['Black Americana', 'Contemporary Country', 'Country Pop']",49,6nfN5B7Jmi853SHa9106Hz,0O9quVZcM3pNu9VPuhfY9m,https://i.scdn.co/image/ab6761610000f1789cbbdb28756f032da6e78a22
Middle Ground (feat. Mickey Guyton),Mickey Guyton,49,0.35,0.507,103.854,0.0319,219853,"['Black Americana', 'Contemporary Country', 'Country Pop']",49,6nfN5B7Jmi853SHa9106Hz,3UK3ZCRxqV3FOEMnGxeFZa,https://i.scdn.co/image/ab6761610000f1789cbbdb28756f032da6e78a22
Home Movies,Mickey Guyton,45,0.592,0.488,79.953,0.0544,196000,"['Black Americana', 'Contemporary Country', 'Country Pop']",49,6nfN5B7Jmi853SHa9106Hz,7InQwxswyvUtAxfV8KsCrz,https://i.scdn.co/image/ab6761610000f1789cbbdb28756f032da6e78a22
FALLING FOR YOU,Niko Moon,43,0.627,0.811,154.988,0.0327,162373,[],55,6Rw7DRa1dzChBvxGPCpOxU,1qo3qjSUTwLePrAE2pcoiy,https://i.scdn.co/image/ab6761610000f17813da94c040674cbbdf77fb6c
AIN'T NO BETTER PLACE (feat. HARDY),Niko Moon,52,0.603,0.888,75.529,0.0653,146773,[],55,6Rw7DRa1dzChBvxGPCpOxU,6bxTngeAL2GGRLJa0wa2SA,https://i.scdn.co/image/ab6761610000f17813da94c040674cbbdf77fb6c
BETTER DAYS,Niko Moon,58,0.613,0.723,76.015,0.034,206240,[],55,6Rw7DRa1dzChBvxGPCpOxU,2eCgRuEddwFVOKLC9uERD3,https://i.scdn.co/image/ab6761610000f17813da94c040674cbbdf77fb6c
GOOD TIME,Niko Moon,66,0.802,0.59,138.084,0.0493,214720,[],55,6Rw7DRa1dzChBvxGPCpOxU,2S8UMuLJ0z8agFgFGJ6Ztt,https://i.scdn.co/image/ab6761610000f17813da94c040674cbbdf77fb6c
NO SAD SONGS,Niko Moon,50,0.747,0.791,146.877,0.0543,172693,[],55,6Rw7DRa1dzChBvxGPCpOxU,7bL7jrv7ZOlSotkWa7UNuR,https://i.scdn.co/image/ab6761610000f17813da94c040674cbbdf77fb6c
Hell of a Year,Parker McCollum,68,0.655,0.482,98.013,0.0305,232653,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,2kvlpIO6c9yvKAzk2KF0IS,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
Handle On You,Parker McCollum,69,0.591,0.928,105.025,0.0316,219967,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,4reXo2zg1uhEIpUAacDb9C,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
I Can't Breathe,Parker McCollum,64,0.55,0.427,114.032,0.0323,257773,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,3QtCKENdSI3l8xlSULRrK0,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
To Be Loved By You,Parker McCollum,63,0.475,0.805,145.976,0.0377,199680,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,2pUQX4d3Cjh3umGkVz0XyI,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
Burn It Down - Radio Edit,Parker McCollum,71,0.484,0.753,80.995,0.0503,216673,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,4bARASJEokNacSYtEhoNBp,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
Pretty Heart,Parker McCollum,68,0.568,0.707,131.944,0.03,245306,"['Classic Texas Country', 'Contemporary Country', 'Modern Country Pop', 'Texas Country']",67,0Z8XVUAOBPM4x12wKnFHEQ,7nINhyXn6uwUkYLY5KQH0K,https://i.scdn.co/image/ab6761610000f1789cb37053366acc01450e6696
Fake Names,Priscilla Block,50,0.609,0.897,119.911,0.0659,159613,"['Contemporary Country', 'Modern Country Pop']",57,6BpvASijzSWj7gnZD4Dvf1,2ClUu1kEWAGb6KZroRkkUq,https://i.scdn.co/image/ab6761610000f178c71b8edcfa85e497707647a4
Good On You,Priscilla Block,61,0.473,0.807,139.963,0.0334,187333,"['Contemporary Country', 'Modern Country Pop']",57,6BpvASijzSWj7gnZD4Dvf1,4rgtVCZ85aJHX0MVPM6fjw,https://i.scdn.co/image/ab6761610000f178c71b8edcfa85e497707647a4
"Hey, Jack",Priscilla Block,55,0.482,0.812,154.064,0.0471,167440,"['Contemporary Country', 'Modern Country Pop']",57,6BpvASijzSWj7gnZD4Dvf1,0o6YthkHUTGo2H95UROejS,https://i.scdn.co/image/ab6761610000f178c71b8edcfa85e497707647a4
My Bar,Priscilla Block,53,0.615,0.782,96.97,0.0331,193053,"['Contemporary Country', 'Modern Country Pop']",57,6BpvASijzSWj7gnZD4Dvf1,4puniyhnAcQbyTcIOQVJhE,https://i.scdn.co/image/ab6761610000f178c71b8edcfa85e497707647a4
Off The Deep End,Priscilla Block,50,0.656,0.77,82.017,0.0723,196499,"['Contemporary Country', 'Modern Country Pop']",57,6BpvASijzSWj7gnZD4Dvf1,1VzVmTq4GcUKBnmjshEQEA,https://i.scdn.co/image/ab6761610000f178c71b8edcfa85e497707647a4
Give It To Me Straight,Tenille Arts,44,0.474,0.806,83.29,0.0386,194453,"['Canadian Contemporary Country', 'Contemporary Country', 'Country Pop']",52,0gSAxSvAApQc71cTpoXDFu,3rohKbckgoiNDBmy1fbD8s,https://i.scdn.co/image/ab6761610000f1784eb2a0e8f63c63223d6f042a
Somebody Like That,Tenille Arts,64,0.571,0.783,105.015,0.0473,198208,"['Canadian Contemporary Country', 'Contemporary Country', 'Country Pop']",52,0gSAxSvAApQc71cTpoXDFu,4K7wet87HnlWKi0CXWvg1i,https://i.scdn.co/image/ab6761610000f1784eb2a0e8f63c63223d6f042a
I Hate This,Tenille Arts,55,0.619,0.404,80.991,0.0265,188853,"['Canadian Contemporary Country', 'Contemporary Country', 'Country Pop']",52,0gSAxSvAApQc71cTpoXDFu,6c90n39x5VKMsxOSTEeNRv,https://i.scdn.co/image/ab6761610000f1784eb2a0e8f63c63223d6f042a
Next Best Thing,Tenille Arts,55,0.545,0.744,77.997,0.046,229205,"['Canadian Contemporary Country', 'Contemporary Country', 'Country Pop']",52,0gSAxSvAApQc71cTpoXDFu,3Qss26KXwI8qEil7lbCEXa,https://i.scdn.co/image/ab6761610000f1784eb2a0e8f63c63223d6f042a
"Back Then, Right Now",Tenille Arts,52,0.585,0.719,76.989,0.0307,182666,"['Canadian Contemporary Country', 'Contemporary Country', 'Country Pop']",52,0gSAxSvAApQc71cTpoXDFu,3wgo9ePs5s7OMO6yHQJB1T,https://i.scdn.co/image/ab6761610000f1784eb2a0e8f63c63223d6f042a
Hey Driver (feat. The War and Treaty),The War And Treaty,84,0.583,0.351,79.014,0.0306,227466,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,4pCbJC43j3gSqG6Fen6upD,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
Set My Soul on Fire,The War And Treaty,44,0.507,0.328,122.416,0.0382,299680,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,5yuqWMCOtMY0IBaQCBzqT5,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
It's Only Rock 'N' Roll (But I Like It),The War And Treaty,45,0.62,0.805,121.28,0.0389,322346,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,001c1daR1pFdqfpe1vAWzh,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
Be Yourself (feat. The War and Treaty),The War And Treaty,48,0.509,0.499,79.115,0.0581,203493,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,0WZB8bdQ95y8HFemAjcp4J,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
Are You Ready to Love Me?,The War And Treaty,49,0.533,0.776,90.061,0.0847,214187,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,7gyDV6Y7GmHqQS4KnzI5Zk,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
That's How Love Is Made,The War And Treaty,50,0.481,0.408,117.725,0.0341,226986,['Black Americana'],65,6HhV0jtMMK5HYnYgG0xgtz,241mj8aXPCfElHc72HsZlP,https://i.scdn.co/image/ab6761610000f178af3ed9c1b3255712f4a05d6d
Look What God Gave Her,Thomas Rhett,68,0.739,0.85,113.0,0.0308,168960,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,2KqJC0koTBUyDlsMt5ok1V,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
Die A Happy Man,Thomas Rhett,76,0.595,0.389,166.052,0.0349,227426,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,5kNe7PE09d6Kvw5pAsx23n,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
What’s Your Country Song,Thomas Rhett,71,0.359,0.706,174.079,0.0309,171333,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,4oR2cCQGs0Yt0Mgr2diV6V,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
Beer Can’t Fix,Thomas Rhett,70,0.711,0.774,111.016,0.0308,209733,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,7idmHTAQQPUFqdjXkoooXD,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
Make Me Wanna,Thomas Rhett,69,0.545,0.818,109.019,0.0541,225066,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,69DR48pXzSabFUfQfDDJDb,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
Mamaw's House,Thomas Rhett,68,0.559,0.704,89.985,0.0338,187269,"['Contemporary Country', 'Country', 'Country Road', 'Modern Country Rock']",72,6x2LnllRG5uGarZMsD4iO8,4HeViKsdSOLkOvwfcRVkK8,https://i.scdn.co/image/ab6761610000f1780096cad96e445e8adc22f5e7
Loved Too Much,Ty Herndon,30,0.64,0.721,121.955,0.0258,220800,"['Country', 'Country Road']",37,1Fj0R2t4HaJa3oUe8azB8R,3CooBCHRrTkKtDcBNA76IS,https://i.scdn.co/image/ab6761610000f178b4c447162dec7324966d30c6
Walking in Memphis - Dance Mix,Ty Herndon,30,0.618,0.723,125.044,0.0358,272579,"['Country', 'Country Road']",37,1Fj0R2t4HaJa3oUe8azB8R,4Y2GyUqEHWiUFCAMgbJyXr,https://i.scdn.co/image/ab6761610000f178b4c447162dec7324966d30c6
A Man Holdin' On (To a Woman Lettin' Go),Ty Herndon,31,0.607,0.403,128.121,0.0288,217160,"['Country', 'Country Road']",37,1Fj0R2t4HaJa3oUe8azB8R,7Mdyk9k3tkXTecNg56RxbU,https://i.scdn.co/image/ab6761610000f178b4c447162dec7324966d30c6
Living In A Moment,Ty Herndon,42,0.665,0.703,115.893,0.0275,232360,"['Country', 'Country Road']",37,1Fj0R2t4HaJa3oUe8azB8R,1QIYR4q1Pti9yLMG4Ef4rg,https://i.scdn.co/image/ab6761610000f178b4c447162dec7324966d30c6
Ride the Lightning - 717 Tapes,Warren Zeiders,67,0.576,0.474,77.834,0.0331,186458,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,04YKO5t4AZrsqKfGhhUb2j,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
Up To No Good,Warren Zeiders,65,0.516,0.873,156.133,0.0451,133629,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,03hcfTQjONwVFIYEu7Sx7u,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
Dark Night - 717 Tapes,Warren Zeiders,64,0.78,0.682,120.083,0.0341,157991,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,2mTwhPI0EKjXmqRd1SEjjy,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
Sin So Sweet,Warren Zeiders,61,0.5,0.882,89.997,0.047,201053,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,7KBOLnR8kQDMl1MVGio4Xb,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
Heartbreaker,Warren Zeiders,61,0.489,0.608,148.117,0.0274,222466,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,4JEPMdMizbAWlaCtLaTjvT,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
Pretty Little Poison,Warren Zeiders,76,0.494,0.567,112.011,0.0334,218260,['Modern Country Pop'],69,7kplJl06UmldxLKseURAYi,0MIp9iBm1V41ERxkZnmSUG,https://i.scdn.co/image/ab6761610000f1783d137b5c8613610be552b2d3
